"","state","date","confirmed"
"791","New York",0020-02-04,0
"792","North Carolina",0020-02-04,0
"793","North Dakota",0020-02-04,0
"794","Northern Mariana Islands",0020-02-04,0
"795","Ohio",0020-02-04,0
"796","Oklahoma",0020-02-04,0
"797","Oregon",0020-02-04,0
"798","Pennsylvania",0020-02-04,0
"799","Puerto Rico",0020-02-04,0
"800","Rhode Island",0020-02-04,0
"801","South Carolina",0020-02-04,0
"802","South Dakota",0020-02-04,0
"803","Tennessee",0020-02-04,0
"804","Texas",0020-02-04,0
"805","Utah",0020-02-04,0
"806","Vermont",0020-02-04,0
"807","Virgin Islands",0020-02-04,0
"808","Virginia",0020-02-04,0
"809","Washington",0020-02-04,1
"810","West Virginia",0020-02-04,0
"811","Wisconsin",0020-02-04,0
"812","Wyoming",0020-02-04,0
"813","Alabama",0020-02-05,0
"814","Alaska",0020-02-05,0
"815","American Samoa",0020-02-05,0
"816","Arizona",0020-02-05,1
"817","Arkansas",0020-02-05,0
"818","California",0020-02-05,6
"819","Colorado",0020-02-05,0
"820","Connecticut",0020-02-05,0
"821","Delaware",0020-02-05,0
"822","Diamond Princess",0020-02-05,0
"823","District of Columbia",0020-02-05,0
"824","Florida",0020-02-05,0
"825","Georgia",0020-02-05,0
"826","Grand Princess",0020-02-05,0
"827","Guam",0020-02-05,0
"828","Hawaii",0020-02-05,0
"829","Idaho",0020-02-05,0
"830","Illinois",0020-02-05,2
"831","Indiana",0020-02-05,0
"832","Iowa",0020-02-05,0
"833","Kansas",0020-02-05,0
"834","Kentucky",0020-02-05,0
"835","Louisiana",0020-02-05,0
"836","Maine",0020-02-05,0
"837","Maryland",0020-02-05,0
"838","Massachusetts",0020-02-05,1
"839","Michigan",0020-02-05,0
"840","Minnesota",0020-02-05,0
"841","Mississippi",0020-02-05,0
"842","Missouri",0020-02-05,0
"843","Montana",0020-02-05,0
"844","Nebraska",0020-02-05,0
"845","Nevada",0020-02-05,0
"846","New Hampshire",0020-02-05,0
"847","New Jersey",0020-02-05,0
"848","New Mexico",0020-02-05,0
"849","New York",0020-02-05,0
"850","North Carolina",0020-02-05,0
"851","North Dakota",0020-02-05,0
"852","Northern Mariana Islands",0020-02-05,0
"853","Ohio",0020-02-05,0
"854","Oklahoma",0020-02-05,0
"855","Oregon",0020-02-05,0
"856","Pennsylvania",0020-02-05,0
"857","Puerto Rico",0020-02-05,0
"858","Rhode Island",0020-02-05,0
"859","South Carolina",0020-02-05,0
"860","South Dakota",0020-02-05,0
"861","Tennessee",0020-02-05,0
"862","Texas",0020-02-05,0
"863","Utah",0020-02-05,0
"864","Vermont",0020-02-05,0
"865","Virgin Islands",0020-02-05,0
"866","Virginia",0020-02-05,0
"867","Washington",0020-02-05,1
"868","West Virginia",0020-02-05,0
"869","Wisconsin",0020-02-05,0
"870","Wyoming",0020-02-05,0
"871","Alabama",0020-02-06,0
"872","Alaska",0020-02-06,0
"873","American Samoa",0020-02-06,0
"874","Arizona",0020-02-06,1
"875","Arkansas",0020-02-06,0
"876","California",0020-02-06,6
"877","Colorado",0020-02-06,0
"878","Connecticut",0020-02-06,0
"879","Delaware",0020-02-06,0
"880","Diamond Princess",0020-02-06,0
"881","District of Columbia",0020-02-06,0
"882","Florida",0020-02-06,0
"883","Georgia",0020-02-06,0
"884","Grand Princess",0020-02-06,0
"885","Guam",0020-02-06,0
"886","Hawaii",0020-02-06,0
"887","Idaho",0020-02-06,0
"888","Illinois",0020-02-06,2
"889","Indiana",0020-02-06,0
"890","Iowa",0020-02-06,0
"891","Kansas",0020-02-06,0
"892","Kentucky",0020-02-06,0
"893","Louisiana",0020-02-06,0
"894","Maine",0020-02-06,0
"895","Maryland",0020-02-06,0
"896","Massachusetts",0020-02-06,1
"897","Michigan",0020-02-06,0
"898","Minnesota",0020-02-06,0
"899","Mississippi",0020-02-06,0
"900","Missouri",0020-02-06,0
"901","Montana",0020-02-06,0
"902","Nebraska",0020-02-06,0
"903","Nevada",0020-02-06,0
"904","New Hampshire",0020-02-06,0
"905","New Jersey",0020-02-06,0
"906","New Mexico",0020-02-06,0
"907","New York",0020-02-06,0
"908","North Carolina",0020-02-06,0
"909","North Dakota",0020-02-06,0
"910","Northern Mariana Islands",0020-02-06,0
"911","Ohio",0020-02-06,0
"912","Oklahoma",0020-02-06,0
"913","Oregon",0020-02-06,0
"914","Pennsylvania",0020-02-06,0
"915","Puerto Rico",0020-02-06,0
"916","Rhode Island",0020-02-06,0
"917","South Carolina",0020-02-06,0
"918","South Dakota",0020-02-06,0
"919","Tennessee",0020-02-06,0
"920","Texas",0020-02-06,0
"921","Utah",0020-02-06,0
"922","Vermont",0020-02-06,0
"923","Virgin Islands",0020-02-06,0
"924","Virginia",0020-02-06,0
"925","Washington",0020-02-06,1
"926","West Virginia",0020-02-06,0
"927","Wisconsin",0020-02-06,0
"928","Wyoming",0020-02-06,0
"929","Alabama",0020-02-07,0
"930","Alaska",0020-02-07,0
"931","American Samoa",0020-02-07,0
"932","Arizona",0020-02-07,1
"933","Arkansas",0020-02-07,0
"934","California",0020-02-07,6
"935","Colorado",0020-02-07,0
"936","Connecticut",0020-02-07,0
"937","Delaware",0020-02-07,0
"938","Diamond Princess",0020-02-07,0
"939","District of Columbia",0020-02-07,0
"940","Florida",0020-02-07,0
"941","Georgia",0020-02-07,0
"942","Grand Princess",0020-02-07,0
"943","Guam",0020-02-07,0
"944","Hawaii",0020-02-07,0
"945","Idaho",0020-02-07,0
"946","Illinois",0020-02-07,2
"947","Indiana",0020-02-07,0
"948","Iowa",0020-02-07,0
"949","Kansas",0020-02-07,0
"950","Kentucky",0020-02-07,0
"951","Louisiana",0020-02-07,0
"952","Maine",0020-02-07,0
"953","Maryland",0020-02-07,0
"954","Massachusetts",0020-02-07,1
"955","Michigan",0020-02-07,0
"956","Minnesota",0020-02-07,0
"957","Mississippi",0020-02-07,0
"958","Missouri",0020-02-07,0
"959","Montana",0020-02-07,0
"960","Nebraska",0020-02-07,0
"961","Nevada",0020-02-07,0
"962","New Hampshire",0020-02-07,0
"963","New Jersey",0020-02-07,0
"964","New Mexico",0020-02-07,0
"965","New York",0020-02-07,0
"966","North Carolina",0020-02-07,0
"967","North Dakota",0020-02-07,0
"968","Northern Mariana Islands",0020-02-07,0
"969","Ohio",0020-02-07,0
"970","Oklahoma",0020-02-07,0
"971","Oregon",0020-02-07,0
"972","Pennsylvania",0020-02-07,0
"973","Puerto Rico",0020-02-07,0
"974","Rhode Island",0020-02-07,0
"975","South Carolina",0020-02-07,0
"976","South Dakota",0020-02-07,0
"977","Tennessee",0020-02-07,0
"978","Texas",0020-02-07,0
"979","Utah",0020-02-07,0
"980","Vermont",0020-02-07,0
"981","Virgin Islands",0020-02-07,0
"982","Virginia",0020-02-07,0
"983","Washington",0020-02-07,1
"984","West Virginia",0020-02-07,0
"985","Wisconsin",0020-02-07,0
"986","Wyoming",0020-02-07,0
"987","Alabama",0020-02-08,0
"988","Alaska",0020-02-08,0
"989","American Samoa",0020-02-08,0
"990","Arizona",0020-02-08,1
"991","Arkansas",0020-02-08,0
"992","California",0020-02-08,6
"993","Colorado",0020-02-08,0
"994","Connecticut",0020-02-08,0
"995","Delaware",0020-02-08,0
"996","Diamond Princess",0020-02-08,0
"997","District of Columbia",0020-02-08,0
"998","Florida",0020-02-08,0
"999","Georgia",0020-02-08,0
"1000","Grand Princess",0020-02-08,0
"1001","Guam",0020-02-08,0
"1002","Hawaii",0020-02-08,0
"1003","Idaho",0020-02-08,0
"1004","Illinois",0020-02-08,2
"1005","Indiana",0020-02-08,0
"1006","Iowa",0020-02-08,0
"1007","Kansas",0020-02-08,0
"1008","Kentucky",0020-02-08,0
"1009","Louisiana",0020-02-08,0
"1010","Maine",0020-02-08,0
"1011","Maryland",0020-02-08,0
"1012","Massachusetts",0020-02-08,1
"1013","Michigan",0020-02-08,0
"1014","Minnesota",0020-02-08,0
"1015","Mississippi",0020-02-08,0
"1016","Missouri",0020-02-08,0
"1017","Montana",0020-02-08,0
"1018","Nebraska",0020-02-08,0
"1019","Nevada",0020-02-08,0
"1020","New Hampshire",0020-02-08,0
"1021","New Jersey",0020-02-08,0
"1022","New Mexico",0020-02-08,0
"1023","New York",0020-02-08,0
"1024","North Carolina",0020-02-08,0
"1025","North Dakota",0020-02-08,0
"1026","Northern Mariana Islands",0020-02-08,0
"1027","Ohio",0020-02-08,0
"1028","Oklahoma",0020-02-08,0
"1029","Oregon",0020-02-08,0
"1030","Pennsylvania",0020-02-08,0
"1031","Puerto Rico",0020-02-08,0
"1032","Rhode Island",0020-02-08,0
"1033","South Carolina",0020-02-08,0
"1034","South Dakota",0020-02-08,0
"1035","Tennessee",0020-02-08,0
"1036","Texas",0020-02-08,0
"1037","Utah",0020-02-08,0
"1038","Vermont",0020-02-08,0
"1039","Virgin Islands",0020-02-08,0
"1040","Virginia",0020-02-08,0
"1041","Washington",0020-02-08,1
"1042","West Virginia",0020-02-08,0
"1043","Wisconsin",0020-02-08,0
"1044","Wyoming",0020-02-08,0
"1045","Alabama",0020-02-09,0
"1046","Alaska",0020-02-09,0
"1047","American Samoa",0020-02-09,0
"1048","Arizona",0020-02-09,1
"1049","Arkansas",0020-02-09,0
"1050","California",0020-02-09,6
"1051","Colorado",0020-02-09,0
"1052","Connecticut",0020-02-09,0
"1053","Delaware",0020-02-09,0
"1054","Diamond Princess",0020-02-09,0
"1055","District of Columbia",0020-02-09,0
"1056","Florida",0020-02-09,0
"1057","Georgia",0020-02-09,0
"1058","Grand Princess",0020-02-09,0
"1059","Guam",0020-02-09,0
"1060","Hawaii",0020-02-09,0
"1061","Idaho",0020-02-09,0
"1062","Illinois",0020-02-09,2
"1063","Indiana",0020-02-09,0
"1064","Iowa",0020-02-09,0
"1065","Kansas",0020-02-09,0
"1066","Kentucky",0020-02-09,0
"1067","Louisiana",0020-02-09,0
"1068","Maine",0020-02-09,0
"1069","Maryland",0020-02-09,0
"1070","Massachusetts",0020-02-09,1
"1071","Michigan",0020-02-09,0
"1072","Minnesota",0020-02-09,0
"1073","Mississippi",0020-02-09,0
"1074","Missouri",0020-02-09,0
"1075","Montana",0020-02-09,0
"1076","Nebraska",0020-02-09,0
"1077","Nevada",0020-02-09,0
"1078","New Hampshire",0020-02-09,0
"1079","New Jersey",0020-02-09,0
"1080","New Mexico",0020-02-09,0
"1081","New York",0020-02-09,0
"1082","North Carolina",0020-02-09,0
"1083","North Dakota",0020-02-09,0
"1084","Northern Mariana Islands",0020-02-09,0
"1085","Ohio",0020-02-09,0
"1086","Oklahoma",0020-02-09,0
"1087","Oregon",0020-02-09,0
"1088","Pennsylvania",0020-02-09,0
"1089","Puerto Rico",0020-02-09,0
"1090","Rhode Island",0020-02-09,0
"1091","South Carolina",0020-02-09,0
"1092","South Dakota",0020-02-09,0
"1093","Tennessee",0020-02-09,0
"1094","Texas",0020-02-09,0
"1095","Utah",0020-02-09,0
"1096","Vermont",0020-02-09,0
"1097","Virgin Islands",0020-02-09,0
"1098","Virginia",0020-02-09,0
"1099","Washington",0020-02-09,1
"1100","West Virginia",0020-02-09,0
"1101","Wisconsin",0020-02-09,0
"1102","Wyoming",0020-02-09,0
"1103","Alabama",0020-02-10,0
"1104","Alaska",0020-02-10,0
"1105","American Samoa",0020-02-10,0
"1106","Arizona",0020-02-10,1
"1107","Arkansas",0020-02-10,0
"1108","California",0020-02-10,6
"1109","Colorado",0020-02-10,0
"1110","Connecticut",0020-02-10,0
"1111","Delaware",0020-02-10,0
"1112","Diamond Princess",0020-02-10,0
"1113","District of Columbia",0020-02-10,0
"1114","Florida",0020-02-10,0
"1115","Georgia",0020-02-10,0
"1116","Grand Princess",0020-02-10,0
"1117","Guam",0020-02-10,0
"1118","Hawaii",0020-02-10,0
"1119","Idaho",0020-02-10,0
"1120","Illinois",0020-02-10,2
"1121","Indiana",0020-02-10,0
"1122","Iowa",0020-02-10,0
"1123","Kansas",0020-02-10,0
"1124","Kentucky",0020-02-10,0
"1125","Louisiana",0020-02-10,0
"1126","Maine",0020-02-10,0
"1127","Maryland",0020-02-10,0
"1128","Massachusetts",0020-02-10,1
"1129","Michigan",0020-02-10,0
"1130","Minnesota",0020-02-10,0
"1131","Mississippi",0020-02-10,0
"1132","Missouri",0020-02-10,0
"1133","Montana",0020-02-10,0
"1134","Nebraska",0020-02-10,0
"1135","Nevada",0020-02-10,0
"1136","New Hampshire",0020-02-10,0
"1137","New Jersey",0020-02-10,0
"1138","New Mexico",0020-02-10,0
"1139","New York",0020-02-10,0
"1140","North Carolina",0020-02-10,0
"1141","North Dakota",0020-02-10,0
"1142","Northern Mariana Islands",0020-02-10,0
"1143","Ohio",0020-02-10,0
"1144","Oklahoma",0020-02-10,0
"1145","Oregon",0020-02-10,0
"1146","Pennsylvania",0020-02-10,0
"1147","Puerto Rico",0020-02-10,0
"1148","Rhode Island",0020-02-10,0
"1149","South Carolina",0020-02-10,0
"1150","South Dakota",0020-02-10,0
"1151","Tennessee",0020-02-10,0
"1152","Texas",0020-02-10,0
"1153","Utah",0020-02-10,0
"1154","Vermont",0020-02-10,0
"1155","Virgin Islands",0020-02-10,0
"1156","Virginia",0020-02-10,0
"1157","Washington",0020-02-10,1
"1158","West Virginia",0020-02-10,0
"1159","Wisconsin",0020-02-10,0
"1160","Wyoming",0020-02-10,0
"1161","Alabama",0020-02-11,0
"1162","Alaska",0020-02-11,0
"1163","American Samoa",0020-02-11,0
"1164","Arizona",0020-02-11,1
"1165","Arkansas",0020-02-11,0
"1166","California",0020-02-11,7
"1167","Colorado",0020-02-11,0
"1168","Connecticut",0020-02-11,0
"1169","Delaware",0020-02-11,0
"1170","Diamond Princess",0020-02-11,0
"1171","District of Columbia",0020-02-11,0
"1172","Florida",0020-02-11,0
"1173","Georgia",0020-02-11,0
"1174","Grand Princess",0020-02-11,0
"1175","Guam",0020-02-11,0
"1176","Hawaii",0020-02-11,0
"1177","Idaho",0020-02-11,0
"1178","Illinois",0020-02-11,2
"1179","Indiana",0020-02-11,0
"1180","Iowa",0020-02-11,0
"1181","Kansas",0020-02-11,0
"1182","Kentucky",0020-02-11,0
"1183","Louisiana",0020-02-11,0
"1184","Maine",0020-02-11,0
"1185","Maryland",0020-02-11,0
"1186","Massachusetts",0020-02-11,1
"1187","Michigan",0020-02-11,0
"1188","Minnesota",0020-02-11,0
"1189","Mississippi",0020-02-11,0
"1190","Missouri",0020-02-11,0
"1191","Montana",0020-02-11,0
"1192","Nebraska",0020-02-11,0
"1193","Nevada",0020-02-11,0
"1194","New Hampshire",0020-02-11,0
"1195","New Jersey",0020-02-11,0
"1196","New Mexico",0020-02-11,0
"1197","New York",0020-02-11,0
"1198","North Carolina",0020-02-11,0
"1199","North Dakota",0020-02-11,0
"1200","Northern Mariana Islands",0020-02-11,0
"1201","Ohio",0020-02-11,0
"1202","Oklahoma",0020-02-11,0
"1203","Oregon",0020-02-11,0
"1204","Pennsylvania",0020-02-11,0
"1205","Puerto Rico",0020-02-11,0
"1206","Rhode Island",0020-02-11,0
"1207","South Carolina",0020-02-11,0
"1208","South Dakota",0020-02-11,0
"1209","Tennessee",0020-02-11,0
"1210","Texas",0020-02-11,0
"1211","Utah",0020-02-11,0
"1212","Vermont",0020-02-11,0
"1213","Virgin Islands",0020-02-11,0
"1214","Virginia",0020-02-11,0
"1215","Washington",0020-02-11,1
"1216","West Virginia",0020-02-11,0
"1217","Wisconsin",0020-02-11,0
"1218","Wyoming",0020-02-11,0
"1219","Alabama",0020-02-12,0
"1220","Alaska",0020-02-12,0
"1221","American Samoa",0020-02-12,0
"1222","Arizona",0020-02-12,1
"1223","Arkansas",0020-02-12,0
"1224","California",0020-02-12,7
"1225","Colorado",0020-02-12,0
"1226","Connecticut",0020-02-12,0
"1227","Delaware",0020-02-12,0
"1228","Diamond Princess",0020-02-12,0
"1229","District of Columbia",0020-02-12,0
"1230","Florida",0020-02-12,0
"1231","Georgia",0020-02-12,0
"1232","Grand Princess",0020-02-12,0
"1233","Guam",0020-02-12,0
"1234","Hawaii",0020-02-12,0
"1235","Idaho",0020-02-12,0
"1236","Illinois",0020-02-12,2
"1237","Indiana",0020-02-12,0
"1238","Iowa",0020-02-12,0
"1239","Kansas",0020-02-12,0
"1240","Kentucky",0020-02-12,0
"1241","Louisiana",0020-02-12,0
"1242","Maine",0020-02-12,0
"1243","Maryland",0020-02-12,0
"1244","Massachusetts",0020-02-12,1
"1245","Michigan",0020-02-12,0
"1246","Minnesota",0020-02-12,0
"1247","Mississippi",0020-02-12,0
"1248","Missouri",0020-02-12,0
"1249","Montana",0020-02-12,0
"1250","Nebraska",0020-02-12,0
"1251","Nevada",0020-02-12,0
"1252","New Hampshire",0020-02-12,0
"1253","New Jersey",0020-02-12,0
"1254","New Mexico",0020-02-12,0
"1255","New York",0020-02-12,0
"1256","North Carolina",0020-02-12,0
"1257","North Dakota",0020-02-12,0
"1258","Northern Mariana Islands",0020-02-12,0
"1259","Ohio",0020-02-12,0
"1260","Oklahoma",0020-02-12,0
"1261","Oregon",0020-02-12,0
"1262","Pennsylvania",0020-02-12,0
"1263","Puerto Rico",0020-02-12,0
"1264","Rhode Island",0020-02-12,0
"1265","South Carolina",0020-02-12,0
"1266","South Dakota",0020-02-12,0
"1267","Tennessee",0020-02-12,0
"1268","Texas",0020-02-12,0
"1269","Utah",0020-02-12,0
"1270","Vermont",0020-02-12,0
"1271","Virgin Islands",0020-02-12,0
"1272","Virginia",0020-02-12,0
"1273","Washington",0020-02-12,1
"1274","West Virginia",0020-02-12,0
"1275","Wisconsin",0020-02-12,0
"1276","Wyoming",0020-02-12,0
"1277","Alabama",0020-02-13,0
"1278","Alaska",0020-02-13,0
"1279","American Samoa",0020-02-13,0
"1280","Arizona",0020-02-13,1
"1281","Arkansas",0020-02-13,0
"1282","California",0020-02-13,8
"1283","Colorado",0020-02-13,0
"1284","Connecticut",0020-02-13,0
"1285","Delaware",0020-02-13,0
"1286","Diamond Princess",0020-02-13,0
"1287","District of Columbia",0020-02-13,0
"1288","Florida",0020-02-13,0
"1289","Georgia",0020-02-13,0
"1290","Grand Princess",0020-02-13,0
"1291","Guam",0020-02-13,0
"1292","Hawaii",0020-02-13,0
"1293","Idaho",0020-02-13,0
"1294","Illinois",0020-02-13,2
"1295","Indiana",0020-02-13,0
"1296","Iowa",0020-02-13,0
"1297","Kansas",0020-02-13,0
"1298","Kentucky",0020-02-13,0
"1299","Louisiana",0020-02-13,0
"1300","Maine",0020-02-13,0
"1301","Maryland",0020-02-13,0
"1302","Massachusetts",0020-02-13,1
"1303","Michigan",0020-02-13,0
"1304","Minnesota",0020-02-13,0
"1305","Mississippi",0020-02-13,0
"1306","Missouri",0020-02-13,0
"1307","Montana",0020-02-13,0
"1308","Nebraska",0020-02-13,0
"1309","Nevada",0020-02-13,0
"1310","New Hampshire",0020-02-13,0
"1311","New Jersey",0020-02-13,0
"1312","New Mexico",0020-02-13,0
"1313","New York",0020-02-13,0
"1314","North Carolina",0020-02-13,0
"1315","North Dakota",0020-02-13,0
"1316","Northern Mariana Islands",0020-02-13,0
"1317","Ohio",0020-02-13,0
"1318","Oklahoma",0020-02-13,0
"1319","Oregon",0020-02-13,0
"1320","Pennsylvania",0020-02-13,0
"1321","Puerto Rico",0020-02-13,0
"1322","Rhode Island",0020-02-13,0
"1323","South Carolina",0020-02-13,0
"1324","South Dakota",0020-02-13,0
"1325","Tennessee",0020-02-13,0
"1326","Texas",0020-02-13,0
"1327","Utah",0020-02-13,0
"1328","Vermont",0020-02-13,0
"1329","Virgin Islands",0020-02-13,0
"1330","Virginia",0020-02-13,0
"1331","Washington",0020-02-13,1
"1332","West Virginia",0020-02-13,0
"1333","Wisconsin",0020-02-13,0
"1334","Wyoming",0020-02-13,0
"1335","Alabama",0020-02-14,0
"1336","Alaska",0020-02-14,0
"1337","American Samoa",0020-02-14,0
"1338","Arizona",0020-02-14,1
"1339","Arkansas",0020-02-14,0
"1340","California",0020-02-14,8
"1341","Colorado",0020-02-14,0
"1342","Connecticut",0020-02-14,0
"1343","Delaware",0020-02-14,0
"1344","Diamond Princess",0020-02-14,0
"1345","District of Columbia",0020-02-14,0
"1346","Florida",0020-02-14,0
"1347","Georgia",0020-02-14,0
"1348","Grand Princess",0020-02-14,0
"1349","Guam",0020-02-14,0
"1350","Hawaii",0020-02-14,0
"1351","Idaho",0020-02-14,0
"1352","Illinois",0020-02-14,2
"1353","Indiana",0020-02-14,0
"1354","Iowa",0020-02-14,0
"1355","Kansas",0020-02-14,0
"1356","Kentucky",0020-02-14,0
"1357","Louisiana",0020-02-14,0
"1358","Maine",0020-02-14,0
"1359","Maryland",0020-02-14,0
"1360","Massachusetts",0020-02-14,1
"1361","Michigan",0020-02-14,0
"1362","Minnesota",0020-02-14,0
"1363","Mississippi",0020-02-14,0
"1364","Missouri",0020-02-14,0
"1365","Montana",0020-02-14,0
"1366","Nebraska",0020-02-14,0
"1367","Nevada",0020-02-14,0
"1368","New Hampshire",0020-02-14,0
"1369","New Jersey",0020-02-14,0
"1370","New Mexico",0020-02-14,0
"1371","New York",0020-02-14,0
"1372","North Carolina",0020-02-14,0
"1373","North Dakota",0020-02-14,0
"1374","Northern Mariana Islands",0020-02-14,0
"1375","Ohio",0020-02-14,0
"1376","Oklahoma",0020-02-14,0
"1377","Oregon",0020-02-14,0
"1378","Pennsylvania",0020-02-14,0
"1379","Puerto Rico",0020-02-14,0
"1380","Rhode Island",0020-02-14,0
"1381","South Carolina",0020-02-14,0
"1382","South Dakota",0020-02-14,0
"1383","Tennessee",0020-02-14,0
"1384","Texas",0020-02-14,0
"1385","Utah",0020-02-14,0
"1386","Vermont",0020-02-14,0
"1387","Virgin Islands",0020-02-14,0
"1388","Virginia",0020-02-14,0
"1389","Washington",0020-02-14,1
"1390","West Virginia",0020-02-14,0
"1391","Wisconsin",0020-02-14,0
"1392","Wyoming",0020-02-14,0
"1393","Alabama",0020-02-15,0
"1394","Alaska",0020-02-15,0
"1395","American Samoa",0020-02-15,0
"1396","Arizona",0020-02-15,1
"1397","Arkansas",0020-02-15,0
"1398","California",0020-02-15,8
"1399","Colorado",0020-02-15,0
"1400","Connecticut",0020-02-15,0
"1401","Delaware",0020-02-15,0
"1402","Diamond Princess",0020-02-15,0
"1403","District of Columbia",0020-02-15,0
"1404","Florida",0020-02-15,0
"1405","Georgia",0020-02-15,0
"1406","Grand Princess",0020-02-15,0
"1407","Guam",0020-02-15,0
"1408","Hawaii",0020-02-15,0
"1409","Idaho",0020-02-15,0
"1410","Illinois",0020-02-15,2
"1411","Indiana",0020-02-15,0
"1412","Iowa",0020-02-15,0
"1413","Kansas",0020-02-15,0
"1414","Kentucky",0020-02-15,0
"1415","Louisiana",0020-02-15,0
"1416","Maine",0020-02-15,0
"1417","Maryland",0020-02-15,0
"1418","Massachusetts",0020-02-15,1
"1419","Michigan",0020-02-15,0
"1420","Minnesota",0020-02-15,0
"1421","Mississippi",0020-02-15,0
"1422","Missouri",0020-02-15,0
"1423","Montana",0020-02-15,0
"1424","Nebraska",0020-02-15,0
"1425","Nevada",0020-02-15,0
"1426","New Hampshire",0020-02-15,0
"1427","New Jersey",0020-02-15,0
"1428","New Mexico",0020-02-15,0
"1429","New York",0020-02-15,0
"1430","North Carolina",0020-02-15,0
"1431","North Dakota",0020-02-15,0
"1432","Northern Mariana Islands",0020-02-15,0
"1433","Ohio",0020-02-15,0
"1434","Oklahoma",0020-02-15,0
"1435","Oregon",0020-02-15,0
"1436","Pennsylvania",0020-02-15,0
"1437","Puerto Rico",0020-02-15,0
"1438","Rhode Island",0020-02-15,0
"1439","South Carolina",0020-02-15,0
"1440","South Dakota",0020-02-15,0
"1441","Tennessee",0020-02-15,0
"1442","Texas",0020-02-15,0
"1443","Utah",0020-02-15,0
"1444","Vermont",0020-02-15,0
"1445","Virgin Islands",0020-02-15,0
"1446","Virginia",0020-02-15,0
"1447","Washington",0020-02-15,1
"1448","West Virginia",0020-02-15,0
"1449","Wisconsin",0020-02-15,0
"1450","Wyoming",0020-02-15,0
"1451","Alabama",0020-02-16,0
"1452","Alaska",0020-02-16,0
"1453","American Samoa",0020-02-16,0
"1454","Arizona",0020-02-16,1
"1455","Arkansas",0020-02-16,0
"1456","California",0020-02-16,8
"1457","Colorado",0020-02-16,0
"1458","Connecticut",0020-02-16,0
"1459","Delaware",0020-02-16,0
"1460","Diamond Princess",0020-02-16,0
"1461","District of Columbia",0020-02-16,0
"1462","Florida",0020-02-16,0
"1463","Georgia",0020-02-16,0
"1464","Grand Princess",0020-02-16,0
"1465","Guam",0020-02-16,0
"1466","Hawaii",0020-02-16,0
"1467","Idaho",0020-02-16,0
"1468","Illinois",0020-02-16,2
"1469","Indiana",0020-02-16,0
"1470","Iowa",0020-02-16,0
"1471","Kansas",0020-02-16,0
"1472","Kentucky",0020-02-16,0
"1473","Louisiana",0020-02-16,0
"1474","Maine",0020-02-16,0
"1475","Maryland",0020-02-16,0
"1476","Massachusetts",0020-02-16,1
"1477","Michigan",0020-02-16,0
"1478","Minnesota",0020-02-16,0
"1479","Mississippi",0020-02-16,0
"1480","Missouri",0020-02-16,0
"1481","Montana",0020-02-16,0
"1482","Nebraska",0020-02-16,0
"1483","Nevada",0020-02-16,0
"1484","New Hampshire",0020-02-16,0
"1485","New Jersey",0020-02-16,0
"1486","New Mexico",0020-02-16,0
"1487","New York",0020-02-16,0
"1488","North Carolina",0020-02-16,0
"1489","North Dakota",0020-02-16,0
"1490","Northern Mariana Islands",0020-02-16,0
"1491","Ohio",0020-02-16,0
"1492","Oklahoma",0020-02-16,0
"1493","Oregon",0020-02-16,0
"1494","Pennsylvania",0020-02-16,0
"1495","Puerto Rico",0020-02-16,0
"1496","Rhode Island",0020-02-16,0
"1497","South Carolina",0020-02-16,0
"1498","South Dakota",0020-02-16,0
"1499","Tennessee",0020-02-16,0
"1500","Texas",0020-02-16,0
"1501","Utah",0020-02-16,0
"1502","Vermont",0020-02-16,0
"1503","Virgin Islands",0020-02-16,0
"1504","Virginia",0020-02-16,0
"1505","Washington",0020-02-16,1
"1506","West Virginia",0020-02-16,0
"1507","Wisconsin",0020-02-16,0
"1508","Wyoming",0020-02-16,0
"1509","Alabama",0020-02-17,0
"1510","Alaska",0020-02-17,0
"1511","American Samoa",0020-02-17,0
"1512","Arizona",0020-02-17,1
"1513","Arkansas",0020-02-17,0
"1514","California",0020-02-17,8
"1515","Colorado",0020-02-17,0
"1516","Connecticut",0020-02-17,0
"1517","Delaware",0020-02-17,0
"1518","Diamond Princess",0020-02-17,0
"1519","District of Columbia",0020-02-17,0
"1520","Florida",0020-02-17,0
"1521","Georgia",0020-02-17,0
"1522","Grand Princess",0020-02-17,0
"1523","Guam",0020-02-17,0
"1524","Hawaii",0020-02-17,0
"1525","Idaho",0020-02-17,0
"1526","Illinois",0020-02-17,2
"1527","Indiana",0020-02-17,0
"1528","Iowa",0020-02-17,0
"1529","Kansas",0020-02-17,0
"1530","Kentucky",0020-02-17,0
"1531","Louisiana",0020-02-17,0
"1532","Maine",0020-02-17,0
"1533","Maryland",0020-02-17,0
"1534","Massachusetts",0020-02-17,1
"1535","Michigan",0020-02-17,0
"1536","Minnesota",0020-02-17,0
"1537","Mississippi",0020-02-17,0
"1538","Missouri",0020-02-17,0
"1539","Montana",0020-02-17,0
"1540","Nebraska",0020-02-17,0
"1541","Nevada",0020-02-17,0
"1542","New Hampshire",0020-02-17,0
"1543","New Jersey",0020-02-17,0
"1544","New Mexico",0020-02-17,0
"1545","New York",0020-02-17,0
"1546","North Carolina",0020-02-17,0
"1547","North Dakota",0020-02-17,0
"1548","Northern Mariana Islands",0020-02-17,0
"1549","Ohio",0020-02-17,0
"1550","Oklahoma",0020-02-17,0
