"","state","date","confirmed"
"839","Michigan","2/5/20",0
"840","Minnesota","2/5/20",0
"841","Mississippi","2/5/20",0
"842","Missouri","2/5/20",0
"843","Montana","2/5/20",0
"844","Nebraska","2/5/20",0
"845","Nevada","2/5/20",0
"846","New Hampshire","2/5/20",0
"847","New Jersey","2/5/20",0
"848","New Mexico","2/5/20",0
"849","New York","2/5/20",0
"850","North Carolina","2/5/20",0
"851","North Dakota","2/5/20",0
"852","Northern Mariana Islands","2/5/20",0
"853","Ohio","2/5/20",0
"854","Oklahoma","2/5/20",0
"855","Oregon","2/5/20",0
"856","Pennsylvania","2/5/20",0
"857","Puerto Rico","2/5/20",0
"858","Rhode Island","2/5/20",0
"859","South Carolina","2/5/20",0
"860","South Dakota","2/5/20",0
"861","Tennessee","2/5/20",0
"862","Texas","2/5/20",0
"863","Utah","2/5/20",0
"864","Vermont","2/5/20",0
"865","Virgin Islands","2/5/20",0
"866","Virginia","2/5/20",0
"867","Washington","2/5/20",1
"868","West Virginia","2/5/20",0
"869","Wisconsin","2/5/20",0
"870","Wyoming","2/5/20",0
"871","Alabama","2/6/20",0
"872","Alaska","2/6/20",0
"873","American Samoa","2/6/20",0
"874","Arizona","2/6/20",1
"875","Arkansas","2/6/20",0
"876","California","2/6/20",6
"877","Colorado","2/6/20",0
"878","Connecticut","2/6/20",0
"879","Delaware","2/6/20",0
"880","Diamond Princess","2/6/20",0
"881","District of Columbia","2/6/20",0
"882","Florida","2/6/20",0
"883","Georgia","2/6/20",0
"884","Grand Princess","2/6/20",0
"885","Guam","2/6/20",0
"886","Hawaii","2/6/20",0
"887","Idaho","2/6/20",0
"888","Illinois","2/6/20",2
"889","Indiana","2/6/20",0
"890","Iowa","2/6/20",0
"891","Kansas","2/6/20",0
"892","Kentucky","2/6/20",0
"893","Louisiana","2/6/20",0
"894","Maine","2/6/20",0
"895","Maryland","2/6/20",0
"896","Massachusetts","2/6/20",1
"897","Michigan","2/6/20",0
"898","Minnesota","2/6/20",0
"899","Mississippi","2/6/20",0
"900","Missouri","2/6/20",0
"901","Montana","2/6/20",0
"902","Nebraska","2/6/20",0
"903","Nevada","2/6/20",0
"904","New Hampshire","2/6/20",0
"905","New Jersey","2/6/20",0
"906","New Mexico","2/6/20",0
"907","New York","2/6/20",0
"908","North Carolina","2/6/20",0
"909","North Dakota","2/6/20",0
"910","Northern Mariana Islands","2/6/20",0
"911","Ohio","2/6/20",0
"912","Oklahoma","2/6/20",0
"913","Oregon","2/6/20",0
"914","Pennsylvania","2/6/20",0
"915","Puerto Rico","2/6/20",0
"916","Rhode Island","2/6/20",0
"917","South Carolina","2/6/20",0
"918","South Dakota","2/6/20",0
"919","Tennessee","2/6/20",0
"920","Texas","2/6/20",0
"921","Utah","2/6/20",0
"922","Vermont","2/6/20",0
"923","Virgin Islands","2/6/20",0
"924","Virginia","2/6/20",0
"925","Washington","2/6/20",1
"926","West Virginia","2/6/20",0
"927","Wisconsin","2/6/20",0
"928","Wyoming","2/6/20",0
"929","Alabama","2/7/20",0
"930","Alaska","2/7/20",0
"931","American Samoa","2/7/20",0
"932","Arizona","2/7/20",1
"933","Arkansas","2/7/20",0
"934","California","2/7/20",6
"935","Colorado","2/7/20",0
"936","Connecticut","2/7/20",0
"937","Delaware","2/7/20",0
"938","Diamond Princess","2/7/20",0
"939","District of Columbia","2/7/20",0
"940","Florida","2/7/20",0
"941","Georgia","2/7/20",0
"942","Grand Princess","2/7/20",0
"943","Guam","2/7/20",0
"944","Hawaii","2/7/20",0
"945","Idaho","2/7/20",0
"946","Illinois","2/7/20",2
"947","Indiana","2/7/20",0
"948","Iowa","2/7/20",0
"949","Kansas","2/7/20",0
"950","Kentucky","2/7/20",0
"951","Louisiana","2/7/20",0
"952","Maine","2/7/20",0
"953","Maryland","2/7/20",0
"954","Massachusetts","2/7/20",1
"955","Michigan","2/7/20",0
"956","Minnesota","2/7/20",0
"957","Mississippi","2/7/20",0
"958","Missouri","2/7/20",0
"959","Montana","2/7/20",0
"960","Nebraska","2/7/20",0
"961","Nevada","2/7/20",0
"962","New Hampshire","2/7/20",0
"963","New Jersey","2/7/20",0
"964","New Mexico","2/7/20",0
"965","New York","2/7/20",0
"966","North Carolina","2/7/20",0
"967","North Dakota","2/7/20",0
"968","Northern Mariana Islands","2/7/20",0
"969","Ohio","2/7/20",0
"970","Oklahoma","2/7/20",0
"971","Oregon","2/7/20",0
"972","Pennsylvania","2/7/20",0
"973","Puerto Rico","2/7/20",0
"974","Rhode Island","2/7/20",0
"975","South Carolina","2/7/20",0
"976","South Dakota","2/7/20",0
"977","Tennessee","2/7/20",0
"978","Texas","2/7/20",0
"979","Utah","2/7/20",0
"980","Vermont","2/7/20",0
"981","Virgin Islands","2/7/20",0
"982","Virginia","2/7/20",0
"983","Washington","2/7/20",1
"984","West Virginia","2/7/20",0
"985","Wisconsin","2/7/20",0
"986","Wyoming","2/7/20",0
"987","Alabama","2/8/20",0
"988","Alaska","2/8/20",0
"989","American Samoa","2/8/20",0
"990","Arizona","2/8/20",1
"991","Arkansas","2/8/20",0
"992","California","2/8/20",6
"993","Colorado","2/8/20",0
"994","Connecticut","2/8/20",0
"995","Delaware","2/8/20",0
"996","Diamond Princess","2/8/20",0
"997","District of Columbia","2/8/20",0
"998","Florida","2/8/20",0
"999","Georgia","2/8/20",0
"1000","Grand Princess","2/8/20",0
"1001","Guam","2/8/20",0
"1002","Hawaii","2/8/20",0
"1003","Idaho","2/8/20",0
"1004","Illinois","2/8/20",2
"1005","Indiana","2/8/20",0
"1006","Iowa","2/8/20",0
"1007","Kansas","2/8/20",0
"1008","Kentucky","2/8/20",0
"1009","Louisiana","2/8/20",0
"1010","Maine","2/8/20",0
"1011","Maryland","2/8/20",0
"1012","Massachusetts","2/8/20",1
"1013","Michigan","2/8/20",0
"1014","Minnesota","2/8/20",0
"1015","Mississippi","2/8/20",0
"1016","Missouri","2/8/20",0
"1017","Montana","2/8/20",0
"1018","Nebraska","2/8/20",0
"1019","Nevada","2/8/20",0
"1020","New Hampshire","2/8/20",0
"1021","New Jersey","2/8/20",0
"1022","New Mexico","2/8/20",0
"1023","New York","2/8/20",0
"1024","North Carolina","2/8/20",0
"1025","North Dakota","2/8/20",0
"1026","Northern Mariana Islands","2/8/20",0
"1027","Ohio","2/8/20",0
"1028","Oklahoma","2/8/20",0
"1029","Oregon","2/8/20",0
"1030","Pennsylvania","2/8/20",0
"1031","Puerto Rico","2/8/20",0
"1032","Rhode Island","2/8/20",0
"1033","South Carolina","2/8/20",0
"1034","South Dakota","2/8/20",0
"1035","Tennessee","2/8/20",0
"1036","Texas","2/8/20",0
"1037","Utah","2/8/20",0
"1038","Vermont","2/8/20",0
"1039","Virgin Islands","2/8/20",0
"1040","Virginia","2/8/20",0
"1041","Washington","2/8/20",1
"1042","West Virginia","2/8/20",0
"1043","Wisconsin","2/8/20",0
"1044","Wyoming","2/8/20",0
"1045","Alabama","2/9/20",0
"1046","Alaska","2/9/20",0
"1047","American Samoa","2/9/20",0
"1048","Arizona","2/9/20",1
"1049","Arkansas","2/9/20",0
"1050","California","2/9/20",6
"1051","Colorado","2/9/20",0
"1052","Connecticut","2/9/20",0
"1053","Delaware","2/9/20",0
"1054","Diamond Princess","2/9/20",0
"1055","District of Columbia","2/9/20",0
"1056","Florida","2/9/20",0
"1057","Georgia","2/9/20",0
"1058","Grand Princess","2/9/20",0
"1059","Guam","2/9/20",0
"1060","Hawaii","2/9/20",0
"1061","Idaho","2/9/20",0
"1062","Illinois","2/9/20",2
"1063","Indiana","2/9/20",0
"1064","Iowa","2/9/20",0
"1065","Kansas","2/9/20",0
"1066","Kentucky","2/9/20",0
"1067","Louisiana","2/9/20",0
"1068","Maine","2/9/20",0
"1069","Maryland","2/9/20",0
"1070","Massachusetts","2/9/20",1
"1071","Michigan","2/9/20",0
"1072","Minnesota","2/9/20",0
"1073","Mississippi","2/9/20",0
"1074","Missouri","2/9/20",0
"1075","Montana","2/9/20",0
"1076","Nebraska","2/9/20",0
"1077","Nevada","2/9/20",0
"1078","New Hampshire","2/9/20",0
"1079","New Jersey","2/9/20",0
"1080","New Mexico","2/9/20",0
"1081","New York","2/9/20",0
"1082","North Carolina","2/9/20",0
"1083","North Dakota","2/9/20",0
"1084","Northern Mariana Islands","2/9/20",0
"1085","Ohio","2/9/20",0
"1086","Oklahoma","2/9/20",0
"1087","Oregon","2/9/20",0
"1088","Pennsylvania","2/9/20",0
"1089","Puerto Rico","2/9/20",0
"1090","Rhode Island","2/9/20",0
"1091","South Carolina","2/9/20",0
"1092","South Dakota","2/9/20",0
"1093","Tennessee","2/9/20",0
"1094","Texas","2/9/20",0
"1095","Utah","2/9/20",0
"1096","Vermont","2/9/20",0
"1097","Virgin Islands","2/9/20",0
"1098","Virginia","2/9/20",0
"1099","Washington","2/9/20",1
"1100","West Virginia","2/9/20",0
"1101","Wisconsin","2/9/20",0
"1102","Wyoming","2/9/20",0
"1103","Alabama","2/10/20",0
"1104","Alaska","2/10/20",0
"1105","American Samoa","2/10/20",0
"1106","Arizona","2/10/20",1
"1107","Arkansas","2/10/20",0
"1108","California","2/10/20",6
"1109","Colorado","2/10/20",0
"1110","Connecticut","2/10/20",0
"1111","Delaware","2/10/20",0
"1112","Diamond Princess","2/10/20",0
"1113","District of Columbia","2/10/20",0
"1114","Florida","2/10/20",0
"1115","Georgia","2/10/20",0
"1116","Grand Princess","2/10/20",0
"1117","Guam","2/10/20",0
"1118","Hawaii","2/10/20",0
"1119","Idaho","2/10/20",0
"1120","Illinois","2/10/20",2
"1121","Indiana","2/10/20",0
"1122","Iowa","2/10/20",0
"1123","Kansas","2/10/20",0
"1124","Kentucky","2/10/20",0
"1125","Louisiana","2/10/20",0
"1126","Maine","2/10/20",0
"1127","Maryland","2/10/20",0
"1128","Massachusetts","2/10/20",1
"1129","Michigan","2/10/20",0
"1130","Minnesota","2/10/20",0
"1131","Mississippi","2/10/20",0
"1132","Missouri","2/10/20",0
"1133","Montana","2/10/20",0
"1134","Nebraska","2/10/20",0
"1135","Nevada","2/10/20",0
"1136","New Hampshire","2/10/20",0
"1137","New Jersey","2/10/20",0
"1138","New Mexico","2/10/20",0
"1139","New York","2/10/20",0
"1140","North Carolina","2/10/20",0
"1141","North Dakota","2/10/20",0
"1142","Northern Mariana Islands","2/10/20",0
"1143","Ohio","2/10/20",0
"1144","Oklahoma","2/10/20",0
"1145","Oregon","2/10/20",0
"1146","Pennsylvania","2/10/20",0
"1147","Puerto Rico","2/10/20",0
"1148","Rhode Island","2/10/20",0
"1149","South Carolina","2/10/20",0
"1150","South Dakota","2/10/20",0
"1151","Tennessee","2/10/20",0
"1152","Texas","2/10/20",0
"1153","Utah","2/10/20",0
"1154","Vermont","2/10/20",0
"1155","Virgin Islands","2/10/20",0
"1156","Virginia","2/10/20",0
"1157","Washington","2/10/20",1
"1158","West Virginia","2/10/20",0
"1159","Wisconsin","2/10/20",0
"1160","Wyoming","2/10/20",0
"1161","Alabama","2/11/20",0
"1162","Alaska","2/11/20",0
"1163","American Samoa","2/11/20",0
"1164","Arizona","2/11/20",1
"1165","Arkansas","2/11/20",0
"1166","California","2/11/20",7
"1167","Colorado","2/11/20",0
"1168","Connecticut","2/11/20",0
"1169","Delaware","2/11/20",0
"1170","Diamond Princess","2/11/20",0
"1171","District of Columbia","2/11/20",0
"1172","Florida","2/11/20",0
"1173","Georgia","2/11/20",0
"1174","Grand Princess","2/11/20",0
"1175","Guam","2/11/20",0
"1176","Hawaii","2/11/20",0
"1177","Idaho","2/11/20",0
"1178","Illinois","2/11/20",2
"1179","Indiana","2/11/20",0
"1180","Iowa","2/11/20",0
"1181","Kansas","2/11/20",0
"1182","Kentucky","2/11/20",0
"1183","Louisiana","2/11/20",0
"1184","Maine","2/11/20",0
"1185","Maryland","2/11/20",0
"1186","Massachusetts","2/11/20",1
"1187","Michigan","2/11/20",0
"1188","Minnesota","2/11/20",0
"1189","Mississippi","2/11/20",0
"1190","Missouri","2/11/20",0
"1191","Montana","2/11/20",0
"1192","Nebraska","2/11/20",0
"1193","Nevada","2/11/20",0
"1194","New Hampshire","2/11/20",0
"1195","New Jersey","2/11/20",0
"1196","New Mexico","2/11/20",0
"1197","New York","2/11/20",0
"1198","North Carolina","2/11/20",0
"1199","North Dakota","2/11/20",0
"1200","Northern Mariana Islands","2/11/20",0
"1201","Ohio","2/11/20",0
"1202","Oklahoma","2/11/20",0
"1203","Oregon","2/11/20",0
"1204","Pennsylvania","2/11/20",0
"1205","Puerto Rico","2/11/20",0
"1206","Rhode Island","2/11/20",0
"1207","South Carolina","2/11/20",0
"1208","South Dakota","2/11/20",0
"1209","Tennessee","2/11/20",0
"1210","Texas","2/11/20",0
"1211","Utah","2/11/20",0
"1212","Vermont","2/11/20",0
"1213","Virgin Islands","2/11/20",0
"1214","Virginia","2/11/20",0
"1215","Washington","2/11/20",1
"1216","West Virginia","2/11/20",0
"1217","Wisconsin","2/11/20",0
"1218","Wyoming","2/11/20",0
"1219","Alabama","2/12/20",0
"1220","Alaska","2/12/20",0
"1221","American Samoa","2/12/20",0
"1222","Arizona","2/12/20",1
"1223","Arkansas","2/12/20",0
"1224","California","2/12/20",7
"1225","Colorado","2/12/20",0
"1226","Connecticut","2/12/20",0
"1227","Delaware","2/12/20",0
"1228","Diamond Princess","2/12/20",0
"1229","District of Columbia","2/12/20",0
"1230","Florida","2/12/20",0
"1231","Georgia","2/12/20",0
"1232","Grand Princess","2/12/20",0
"1233","Guam","2/12/20",0
"1234","Hawaii","2/12/20",0
"1235","Idaho","2/12/20",0
"1236","Illinois","2/12/20",2
"1237","Indiana","2/12/20",0
"1238","Iowa","2/12/20",0
"1239","Kansas","2/12/20",0
"1240","Kentucky","2/12/20",0
"1241","Louisiana","2/12/20",0
"1242","Maine","2/12/20",0
"1243","Maryland","2/12/20",0
"1244","Massachusetts","2/12/20",1
"1245","Michigan","2/12/20",0
"1246","Minnesota","2/12/20",0
"1247","Mississippi","2/12/20",0
"1248","Missouri","2/12/20",0
"1249","Montana","2/12/20",0
"1250","Nebraska","2/12/20",0
"1251","Nevada","2/12/20",0
"1252","New Hampshire","2/12/20",0
"1253","New Jersey","2/12/20",0
"1254","New Mexico","2/12/20",0
"1255","New York","2/12/20",0
"1256","North Carolina","2/12/20",0
"1257","North Dakota","2/12/20",0
"1258","Northern Mariana Islands","2/12/20",0
"1259","Ohio","2/12/20",0
"1260","Oklahoma","2/12/20",0
"1261","Oregon","2/12/20",0
"1262","Pennsylvania","2/12/20",0
"1263","Puerto Rico","2/12/20",0
"1264","Rhode Island","2/12/20",0
"1265","South Carolina","2/12/20",0
"1266","South Dakota","2/12/20",0
"1267","Tennessee","2/12/20",0
"1268","Texas","2/12/20",0
"1269","Utah","2/12/20",0
"1270","Vermont","2/12/20",0
"1271","Virgin Islands","2/12/20",0
"1272","Virginia","2/12/20",0
"1273","Washington","2/12/20",1
"1274","West Virginia","2/12/20",0
"1275","Wisconsin","2/12/20",0
"1276","Wyoming","2/12/20",0
"1277","Alabama","2/13/20",0
"1278","Alaska","2/13/20",0
"1279","American Samoa","2/13/20",0
"1280","Arizona","2/13/20",1
"1281","Arkansas","2/13/20",0
"1282","California","2/13/20",8
"1283","Colorado","2/13/20",0
"1284","Connecticut","2/13/20",0
"1285","Delaware","2/13/20",0
"1286","Diamond Princess","2/13/20",0
"1287","District of Columbia","2/13/20",0
"1288","Florida","2/13/20",0
"1289","Georgia","2/13/20",0
"1290","Grand Princess","2/13/20",0
"1291","Guam","2/13/20",0
"1292","Hawaii","2/13/20",0
"1293","Idaho","2/13/20",0
"1294","Illinois","2/13/20",2
"1295","Indiana","2/13/20",0
"1296","Iowa","2/13/20",0
"1297","Kansas","2/13/20",0
"1298","Kentucky","2/13/20",0
"1299","Louisiana","2/13/20",0
"1300","Maine","2/13/20",0
"1301","Maryland","2/13/20",0
"1302","Massachusetts","2/13/20",1
"1303","Michigan","2/13/20",0
"1304","Minnesota","2/13/20",0
"1305","Mississippi","2/13/20",0
"1306","Missouri","2/13/20",0
"1307","Montana","2/13/20",0
"1308","Nebraska","2/13/20",0
"1309","Nevada","2/13/20",0
"1310","New Hampshire","2/13/20",0
"1311","New Jersey","2/13/20",0
"1312","New Mexico","2/13/20",0
"1313","New York","2/13/20",0
"1314","North Carolina","2/13/20",0
"1315","North Dakota","2/13/20",0
"1316","Northern Mariana Islands","2/13/20",0
"1317","Ohio","2/13/20",0
"1318","Oklahoma","2/13/20",0
"1319","Oregon","2/13/20",0
"1320","Pennsylvania","2/13/20",0
"1321","Puerto Rico","2/13/20",0
"1322","Rhode Island","2/13/20",0
"1323","South Carolina","2/13/20",0
"1324","South Dakota","2/13/20",0
"1325","Tennessee","2/13/20",0
"1326","Texas","2/13/20",0
"1327","Utah","2/13/20",0
"1328","Vermont","2/13/20",0
"1329","Virgin Islands","2/13/20",0
"1330","Virginia","2/13/20",0
"1331","Washington","2/13/20",1
"1332","West Virginia","2/13/20",0
"1333","Wisconsin","2/13/20",0
"1334","Wyoming","2/13/20",0
"1335","Alabama","2/14/20",0
"1336","Alaska","2/14/20",0
"1337","American Samoa","2/14/20",0
"1338","Arizona","2/14/20",1
"1339","Arkansas","2/14/20",0
"1340","California","2/14/20",8
"1341","Colorado","2/14/20",0
"1342","Connecticut","2/14/20",0
"1343","Delaware","2/14/20",0
"1344","Diamond Princess","2/14/20",0
"1345","District of Columbia","2/14/20",0
"1346","Florida","2/14/20",0
"1347","Georgia","2/14/20",0
"1348","Grand Princess","2/14/20",0
"1349","Guam","2/14/20",0
"1350","Hawaii","2/14/20",0
"1351","Idaho","2/14/20",0
"1352","Illinois","2/14/20",2
"1353","Indiana","2/14/20",0
"1354","Iowa","2/14/20",0
"1355","Kansas","2/14/20",0
"1356","Kentucky","2/14/20",0
"1357","Louisiana","2/14/20",0
"1358","Maine","2/14/20",0
"1359","Maryland","2/14/20",0
"1360","Massachusetts","2/14/20",1
"1361","Michigan","2/14/20",0
"1362","Minnesota","2/14/20",0
"1363","Mississippi","2/14/20",0
"1364","Missouri","2/14/20",0
"1365","Montana","2/14/20",0
"1366","Nebraska","2/14/20",0
"1367","Nevada","2/14/20",0
"1368","New Hampshire","2/14/20",0
"1369","New Jersey","2/14/20",0
"1370","New Mexico","2/14/20",0
"1371","New York","2/14/20",0
"1372","North Carolina","2/14/20",0
"1373","North Dakota","2/14/20",0
"1374","Northern Mariana Islands","2/14/20",0
"1375","Ohio","2/14/20",0
"1376","Oklahoma","2/14/20",0
"1377","Oregon","2/14/20",0
"1378","Pennsylvania","2/14/20",0
"1379","Puerto Rico","2/14/20",0
"1380","Rhode Island","2/14/20",0
"1381","South Carolina","2/14/20",0
"1382","South Dakota","2/14/20",0
"1383","Tennessee","2/14/20",0
"1384","Texas","2/14/20",0
"1385","Utah","2/14/20",0
"1386","Vermont","2/14/20",0
"1387","Virgin Islands","2/14/20",0
"1388","Virginia","2/14/20",0
"1389","Washington","2/14/20",1
"1390","West Virginia","2/14/20",0
"1391","Wisconsin","2/14/20",0
"1392","Wyoming","2/14/20",0
"1393","Alabama","2/15/20",0
"1394","Alaska","2/15/20",0
"1395","American Samoa","2/15/20",0
"1396","Arizona","2/15/20",1
"1397","Arkansas","2/15/20",0
"1398","California","2/15/20",8
"1399","Colorado","2/15/20",0
"1400","Connecticut","2/15/20",0
"1401","Delaware","2/15/20",0
"1402","Diamond Princess","2/15/20",0
"1403","District of Columbia","2/15/20",0
"1404","Florida","2/15/20",0
"1405","Georgia","2/15/20",0
"1406","Grand Princess","2/15/20",0
"1407","Guam","2/15/20",0
"1408","Hawaii","2/15/20",0
"1409","Idaho","2/15/20",0
"1410","Illinois","2/15/20",2
"1411","Indiana","2/15/20",0
"1412","Iowa","2/15/20",0
"1413","Kansas","2/15/20",0
"1414","Kentucky","2/15/20",0
"1415","Louisiana","2/15/20",0
"1416","Maine","2/15/20",0
"1417","Maryland","2/15/20",0
"1418","Massachusetts","2/15/20",1
"1419","Michigan","2/15/20",0
"1420","Minnesota","2/15/20",0
"1421","Mississippi","2/15/20",0
"1422","Missouri","2/15/20",0
"1423","Montana","2/15/20",0
"1424","Nebraska","2/15/20",0
"1425","Nevada","2/15/20",0
"1426","New Hampshire","2/15/20",0
"1427","New Jersey","2/15/20",0
"1428","New Mexico","2/15/20",0
"1429","New York","2/15/20",0
"1430","North Carolina","2/15/20",0
"1431","North Dakota","2/15/20",0
"1432","Northern Mariana Islands","2/15/20",0
"1433","Ohio","2/15/20",0
"1434","Oklahoma","2/15/20",0
"1435","Oregon","2/15/20",0
"1436","Pennsylvania","2/15/20",0
"1437","Puerto Rico","2/15/20",0
"1438","Rhode Island","2/15/20",0
"1439","South Carolina","2/15/20",0
"1440","South Dakota","2/15/20",0
"1441","Tennessee","2/15/20",0
"1442","Texas","2/15/20",0
"1443","Utah","2/15/20",0
"1444","Vermont","2/15/20",0
"1445","Virgin Islands","2/15/20",0
"1446","Virginia","2/15/20",0
"1447","Washington","2/15/20",1
"1448","West Virginia","2/15/20",0
"1449","Wisconsin","2/15/20",0
"1450","Wyoming","2/15/20",0
"1451","Alabama","2/16/20",0
"1452","Alaska","2/16/20",0
"1453","American Samoa","2/16/20",0
"1454","Arizona","2/16/20",1
"1455","Arkansas","2/16/20",0
"1456","California","2/16/20",8
"1457","Colorado","2/16/20",0
"1458","Connecticut","2/16/20",0
"1459","Delaware","2/16/20",0
"1460","Diamond Princess","2/16/20",0
"1461","District of Columbia","2/16/20",0
"1462","Florida","2/16/20",0
"1463","Georgia","2/16/20",0
"1464","Grand Princess","2/16/20",0
"1465","Guam","2/16/20",0
"1466","Hawaii","2/16/20",0
"1467","Idaho","2/16/20",0
"1468","Illinois","2/16/20",2
"1469","Indiana","2/16/20",0
"1470","Iowa","2/16/20",0
"1471","Kansas","2/16/20",0
"1472","Kentucky","2/16/20",0
"1473","Louisiana","2/16/20",0
"1474","Maine","2/16/20",0
"1475","Maryland","2/16/20",0
"1476","Massachusetts","2/16/20",1
"1477","Michigan","2/16/20",0
"1478","Minnesota","2/16/20",0
"1479","Mississippi","2/16/20",0
"1480","Missouri","2/16/20",0
"1481","Montana","2/16/20",0
"1482","Nebraska","2/16/20",0
"1483","Nevada","2/16/20",0
"1484","New Hampshire","2/16/20",0
"1485","New Jersey","2/16/20",0
"1486","New Mexico","2/16/20",0
"1487","New York","2/16/20",0
"1488","North Carolina","2/16/20",0
"1489","North Dakota","2/16/20",0
"1490","Northern Mariana Islands","2/16/20",0
"1491","Ohio","2/16/20",0
"1492","Oklahoma","2/16/20",0
"1493","Oregon","2/16/20",0
"1494","Pennsylvania","2/16/20",0
"1495","Puerto Rico","2/16/20",0
"1496","Rhode Island","2/16/20",0
"1497","South Carolina","2/16/20",0
"1498","South Dakota","2/16/20",0
"1499","Tennessee","2/16/20",0
"1500","Texas","2/16/20",0
"1501","Utah","2/16/20",0
"1502","Vermont","2/16/20",0
"1503","Virgin Islands","2/16/20",0
"1504","Virginia","2/16/20",0
"1505","Washington","2/16/20",1
"1506","West Virginia","2/16/20",0
"1507","Wisconsin","2/16/20",0
"1508","Wyoming","2/16/20",0
"1509","Alabama","2/17/20",0
"1510","Alaska","2/17/20",0
"1511","American Samoa","2/17/20",0
"1512","Arizona","2/17/20",1
"1513","Arkansas","2/17/20",0
"1514","California","2/17/20",8
"1515","Colorado","2/17/20",0
"1516","Connecticut","2/17/20",0
"1517","Delaware","2/17/20",0
"1518","Diamond Princess","2/17/20",0
"1519","District of Columbia","2/17/20",0
"1520","Florida","2/17/20",0
"1521","Georgia","2/17/20",0
"1522","Grand Princess","2/17/20",0
"1523","Guam","2/17/20",0
"1524","Hawaii","2/17/20",0
"1525","Idaho","2/17/20",0
"1526","Illinois","2/17/20",2
"1527","Indiana","2/17/20",0
"1528","Iowa","2/17/20",0
"1529","Kansas","2/17/20",0
"1530","Kentucky","2/17/20",0
"1531","Louisiana","2/17/20",0
"1532","Maine","2/17/20",0
"1533","Maryland","2/17/20",0
"1534","Massachusetts","2/17/20",1
"1535","Michigan","2/17/20",0
"1536","Minnesota","2/17/20",0
"1537","Mississippi","2/17/20",0
"1538","Missouri","2/17/20",0
"1539","Montana","2/17/20",0
"1540","Nebraska","2/17/20",0
"1541","Nevada","2/17/20",0
"1542","New Hampshire","2/17/20",0
"1543","New Jersey","2/17/20",0
"1544","New Mexico","2/17/20",0
"1545","New York","2/17/20",0
"1546","North Carolina","2/17/20",0
"1547","North Dakota","2/17/20",0
"1548","Northern Mariana Islands","2/17/20",0
"1549","Ohio","2/17/20",0
"1550","Oklahoma","2/17/20",0
"1551","Oregon","2/17/20",0
"1552","Pennsylvania","2/17/20",0
"1553","Puerto Rico","2/17/20",0
"1554","Rhode Island","2/17/20",0
"1555","South Carolina","2/17/20",0
"1556","South Dakota","2/17/20",0
"1557","Tennessee","2/17/20",0
"1558","Texas","2/17/20",0
"1559","Utah","2/17/20",0
"1560","Vermont","2/17/20",0
"1561","Virgin Islands","2/17/20",0
"1562","Virginia","2/17/20",0
"1563","Washington","2/17/20",1
"1564","West Virginia","2/17/20",0
"1565","Wisconsin","2/17/20",0
"1566","Wyoming","2/17/20",0
"1567","Alabama","2/18/20",0
"1568","Alaska","2/18/20",0
"1569","American Samoa","2/18/20",0
"1570","Arizona","2/18/20",1
"1571","Arkansas","2/18/20",0
"1572","California","2/18/20",8
"1573","Colorado","2/18/20",0
"1574","Connecticut","2/18/20",0
"1575","Delaware","2/18/20",0
"1576","Diamond Princess","2/18/20",0
"1577","District of Columbia","2/18/20",0
"1578","Florida","2/18/20",0
"1579","Georgia","2/18/20",0
"1580","Grand Princess","2/18/20",0
"1581","Guam","2/18/20",0
"1582","Hawaii","2/18/20",0
"1583","Idaho","2/18/20",0
"1584","Illinois","2/18/20",2
"1585","Indiana","2/18/20",0
"1586","Iowa","2/18/20",0
"1587","Kansas","2/18/20",0
"1588","Kentucky","2/18/20",0
"1589","Louisiana","2/18/20",0
"1590","Maine","2/18/20",0
"1591","Maryland","2/18/20",0
"1592","Massachusetts","2/18/20",1
"1593","Michigan","2/18/20",0
"1594","Minnesota","2/18/20",0
"1595","Mississippi","2/18/20",0
"1596","Missouri","2/18/20",0
"1597","Montana","2/18/20",0
"1598","Nebraska","2/18/20",0
"1599","Nevada","2/18/20",0
"1600","New Hampshire","2/18/20",0
"1601","New Jersey","2/18/20",0
"1602","New Mexico","2/18/20",0
"1603","New York","2/18/20",0
"1604","North Carolina","2/18/20",0
"1605","North Dakota","2/18/20",0
"1606","Northern Mariana Islands","2/18/20",0
"1607","Ohio","2/18/20",0
"1608","Oklahoma","2/18/20",0
"1609","Oregon","2/18/20",0
"1610","Pennsylvania","2/18/20",0
"1611","Puerto Rico","2/18/20",0
"1612","Rhode Island","2/18/20",0
"1613","South Carolina","2/18/20",0
"1614","South Dakota","2/18/20",0
"1615","Tennessee","2/18/20",0
"1616","Texas","2/18/20",0
"1617","Utah","2/18/20",0
"1618","Vermont","2/18/20",0
"1619","Virgin Islands","2/18/20",0
"1620","Virginia","2/18/20",0
"1621","Washington","2/18/20",1
"1622","West Virginia","2/18/20",0
"1623","Wisconsin","2/18/20",0
"1624","Wyoming","2/18/20",0
"1625","Alabama","2/19/20",0
"1626","Alaska","2/19/20",0
"1627","American Samoa","2/19/20",0
"1628","Arizona","2/19/20",1
"1629","Arkansas","2/19/20",0
"1630","California","2/19/20",8
"1631","Colorado","2/19/20",0
"1632","Connecticut","2/19/20",0
"1633","Delaware","2/19/20",0
"1634","Diamond Princess","2/19/20",0
"1635","District of Columbia","2/19/20",0
"1636","Florida","2/19/20",0
"1637","Georgia","2/19/20",0
"1638","Grand Princess","2/19/20",0
"1639","Guam","2/19/20",0
